nn dar ifjfjrj	neutral
isi ulang saldo mudah gampang bayar tagihan mudah gratis admin bank	positive
lambat tangan akses sulit error terus	negative
mantap serba gampang	positive
lambat banget pusing saldo hilang harus lapor kemana	negative
kirim uang praktis amanah	positive
ok bintang kasih bos mudah praktis banget	positive
tolong baik suka cepat kirim uang	positive
cepat kirim uang lancar sekali	positive
muas senang terima kasih dana	positive
tiara andini	neutral
tidak bisa akses aplikasi tiba tiba eror tidak bisa buka dana emas saldo hilang	negative
bab	neutral
bantu oke punya pokok lancar mudah dh	positive
tidak bisa kirim bca transfer aneh error terus	negative
kurang sesuai aplikasi error terus sering ngelag	negative
hidupppquuu	neutral
dzolim unduh tidak hilang saldo hilang tidak bisa akses taikkk	negative
puassa	neutral
tunggu muas tinggal terimakasih maaf langsung tunggal memang layan kecewa banget	positive
kecewa potong tidak kirim potong	negative
tolong nomor rekening terima yang simpan lihat kalau indikasi tipu biar cepat lapor yang terima kirim saldo hilang terus	negative
habis pakai susah masuk error terus gimana tolong	negative
mudah bayar pakai	positive
lemot rusak mengirim hasil cek rekening tidak masuk	negative
tolong perbaiki kode otp tidak masuk error terus	negative
aku suka kalau transaksi	positive
apgret	neutral
suka kurang bagus jelek saldo hilang	negative
wow puas	positive
semangat karya semoga sukses sehatbahagia tambah barokah mudah urus ytmy terimakasih kartu transaksi emoney mohon baik kerja sistem buka danadan ikut aturandan buka mohon cerah terimakasih	positive
hyyghgy	neutral
kembalin tanggal masuk tidak balas email tidak respon banget layan lama	negative
ovo sinyal susah eror terus aneh banget	negative
mudah cepat terima uang thr buat lebaran hehe	positive
kontoll	neutral
pengaruh saldo cepat masuk mudah	positive
cepat praktis	positive
mohon bantu pakibu barusan rekening saldo atm tidak tambah saldo kurang kecewa banget mohon bantu makan pakytmyo	negative
azuu	neutral
mantap guna untuk nabungytmytm	positive
tolol riwayat saldo masuk saldo nol	negative
manatp aplikasinyaembantu banget syah kasih bintang dahulu	positive
kenapa susah ku tidak buka saldo tlng bantu	negative
lupa paa kasih kasih	neutral
kontolll lemot	negative
bagus kartu kartumasalahnya tambah	positive
bagusada keluh belum jelas bayar kaijelas bayar gagal fihak konfirmasi kembalikantp fihak transaksi suksesuang masuk	negative
kesini enggak jelas lemot banget verifikasi banget akun lamaeror ku sinyal buruk aplikasi memang buruk	negative
cepat percaya	positive
okebosku	neutral
suka banget	positive
terima kasih sudah bida akses	positive
mantapsangat bantu	negative
tambahkan	neutral
percaya	positive
susa kirim pindai	positive
rf	neutral
oke banget bantu	positive
setelah akun serba simpel kalang tidak rekening trimksih semoga jaya	positive
heran aman maksimal bobol akun proses klaim	positive
sukah	neutral
taiii enggak atas lupa nomor aktif ikhlas saldo hilang	negative
akun tidak bisa masuk jelek	negative
kasih ongkir transfer temanbank	positive
kenapa henti	negative
akun dihack daftar pakai ktp nomer masuk nomer daftar nama	negative
menginstal	neutral
tolong baik tolong baik	neutral
alhamdulillah lancar danayyy	positive
transaksi sudah hasil masuk rek tuju saldo sudah potong memengadu memengadu respon parah	positive
kecewa danasaldo kirim yang otomatis tidak temanteman saldo susah melaporkan mana tidak	negative
gampang dihack payah	positive
trimakasih batu	positive
saldo menambah	positive
malam sistem	negative
mantap kirim gratis	positive
tidak	negative
sungguh aneh masuk akun enggak penuh syarat depan kecewa seperti ff	positive
bantu kadang ngeleg tapi oke	positive
sengat bantu	negative
buruk akun masuk alas akun	negative
bobrok akun beku kompain menunggu jam butuh yang desak komplain respon	negative
posts	neutral
masuk transaksi hasil transaksi hasil saldo tidak namabah uang mana lapor alasananya maaf lapor antri minggu antri btw kasih bintang biar lihat bagus bilang korup saran tidak unduh buat rugi	positive
kesini eenggak susah baca ganggu jaring internet sinyal kembali yang yang mudah enak eenggak susah kayak	negative
enggak fitur pinjam pas butuh desak	negative
asik	positive
transaksi tapi paylater tidak	negative
kuras	neutral
tarik rugi bos unduh	neutral
mendownload	neutral
tidak tetap bagus prabayar	negative
bagaimana hambil saya iya ketelen jls banget	negative
saya beku	negative
redflag	neutral
kesini kesana erorpending sampai	negative
yyyyyyyyyyyy	neutral
buruk layan mereke jelek transaksi dobel acuh tidak rekomend simpan hilang sia sia	negative
alhamdulillah amanah	positive
keren abissdan membantuyyyyyyyyyyyyyyy	neutral
kesini lemot jaring bagus tetap lemot	negative
isi saldo isi pulsa keluh pusat bantu payah kacau	negative
mudah bertransaksiyyy	positive
baro masuk langsung	positive
ngambi saldo jir yang pakai ganti rugi	negative
proses masuk saldo minggu	positive
logon salah benar tolong bantu pakai lagi alangkah buruk saldo tolong bantu masuk	negative
kirim sibu bea	positive
kirim lebih mudah danaa	positive
cs botudah kirim ktpkkijazahvideo tidak lanjut kabardi terima engtidakini akun	negative
rusak tololtadi menarik enggak masuk hapus aplikasi	negative
saya buka lemot terus didlm juta buka terus kalau saya ulang sama saja cepat diperbaikin	negative
mantapyyyyy	neutral
error terus tolong saldo hilang terus gimana	negative
jelek banget sering error saldo tiba tiba hilang aneh	negative
maaf bisnis jelek garagara dana aplikasi buruk eror terus	negative
tidak rekomen aplikasi error tidak bisa akses sulit	negative
masalah terus tidak bisa kirim uang	negative
sial tibatiba notifikasi gagal ulang enggak alhasil layang nipu	negative
bantu mudah	positive
akun hilang nomor email kecewa saldo hilang	negative
mudah banget transaksi cepat banget woi gakayak apikasi sebelah	positive
lupa ribet banget ganti nomor ribet tidak ganti nomor ribet pokok susah	negative
unduh tapi susah	negative
selalu salah masuk unistall terus jelek	negative
gampang pakai payletter biar cepat	positive
akun nomor pindah akun nomor saldo hilang butuh banget curang banget saya butuh tipu nama mah	negative
enggak tau	neutral
malas lemot tidak buka saldosuruh buat akun truuusssssss	negative
bantu terimakasih bantu nyay	positive
saya	negative
tidak unduh	negative
kasih bintang dapat fitur paylateryyy	positive
beli pulsa terus gagal tibasaldo potong aneh banget	negative
susah banget otp lupa	negative
kuontol	neutral
mantapy	neutral
tipu isi saldo langsung masuk isi saldo langsung	positive
masyaallah bantu ribet transaksi dimanapjn terimakasih sedia mudah	positive
tidak cok	negative
kapak	neutral
kecewa isi ulang pulsa telkomsel masuk masuk memenunggu aman aman salah memenunggu menit isi ulang masuk masuk pulsa kecewa kecewa	negative
isi saldo gampang banget gilir uangnyaau kirimdisuruh uograde susah ampundi ciba gagal terusini	negative
gagal dapat lapor kali tetap nihil	negative
hapus hilang mana buat lapor respon banget	positive
manfap	neutral
saya heran saya etidakk masuk akun nomor telepon aplikasi bilang tidak	negative
masalah isi ulang dan bayar nya lancar masih lancar tapi retas orang saldo habis pakai isi sudah logout pas sudah pakai padahal aman tapi masih pakai orang sandi gontaganti tapi tetap retas kalau keman akun sudah sekarang hatihati	negative
pakai lamapuas banget kerja leletmantap yyy	neutral
apaansi gagal enggak jelas	negative
tidak mengupload dokumen kirim gagal tolong tindak lanjut	negative
bayar tagih tidak sihyo	negative
rcti oke	positive
tidak buka kakak yang	negative
kacau pakai isi ulang saldo bertambahkecewa pakai isi tambah	negative
mantab sukses	positive
buka pasu handphone pasu handphone pemberitahuannya yang oni	negative
tanggap suruh tapi tidak hubung centernya ana monoton tidak ubah jawab	negative
transaksi pdam wilayah surabaya gagal transaksi gagal saldo mohon tinjau	positive
gagal lanjur menarik bingung ambil uang	negative
sampahuntuk kirim lambatdan butuh akun	negative
mohon bantu kirim otp email	positive
tidak ku nyantol juta	negative
sabangaceh pulau indah saya temu	neutral
harap baik salah	negative
goe cuba bagus	negative
mohon bsi syariah indonesia kak	neutral
refferal	neutral
transaksi hasil masuk rekening tuju	positive
dompet jital	neutral
erortop masuk	neutral
jelek kesini tersendat masuk saja loding banget	negative
jengkel saya macet hariii kecewa kecewaaaa butuh perlu menunggu hariii masukk uninstall tidak jelass barusan saya kirim qris pemberitahuan hasil kirim terima yang kirim otomatis barang tahan pesan yang balas tolang lah perbaikii	negative
pas tari alfamart gagal	neutral
terimakasih mudah	positive
sedot mengunakan ewallet	neutral
batu tolong akses primium baik lagi	negative
donglemot sana	neutral
daftar susah banget bisa terus	negative
bantu tidak ribet terima kasih	negative
aplikasiny kesini tidak bantu enak kacau	negative
tidak akses suka fors terus buka kecewa banget	negative
hpku lemot jdnya	negative
sungguh bantu uang	positive
bagus isi pulsapaket bagus kadang lemot	negative
transaksi nyangkut	positive
kasih bintang pas lupa pencet lupa tidak bingung padahal koneksi bagus tolong baik keren versi baru suruh kocak kocak	negative
indonesia	neutral
kenapa kirim tuju saldo belum masuk	positive
memduwat mantap	positive
bagus yang	negative
kirim merchand sukses kirim merchand menerima mengadu tidak tanggap banget	positive
lambat banget menanggapi keluh email respon butuh banget saldo	negative
baru tidak sistem sibuk tidak bantu	negative
kenapah gwe tidak masuk nomer handphone benar	negative
bantu simpan	negative
tabanas	neutral
kasih bintang tolong guna kasih ytm	positive
kenapa install buka yatolong dana	positive
mantap transaksi	positive
memasuki daftar gagal jelas belum maksud lu menerima isi balikin saya manfaat anak yatim	negative
transfer transaksi hasil terima rekening tuju aduh kecewa yang pakai	positive
kesini lemot transfer jgapadahal ewallet kepake saya	negative
isi saldo tidak buka ngembaliin	negative
cepat tidak pakai	negative
habis isi saldo dari transfers acount tapi belum menambah saldo buruk	negative
mantap aplikasi	positive
jelek sni jelek mending pakai yang belah	negative
bantu masuk akun pakbu soalny tidak masuk akun sendiri	negative
pagi isi ulang sampai malam masuk nominal lumayan atas banget	negative
layan jelek jarang buka buka padahal	negative
saya dari vidio tidak masuk	negative
bantu untuk kita transaksi orang lainmantap sukses terus untuk nyasmoga aman tingkat lgitrmksih	positive
ubah akun gagal terus saldo hilang setidakny ambil saldo akun verifikasi tolong kembali saldo	negative
saldo	positive
install	neutral
mantap bngtdn mmbantu	positive
mntep	neutral
hilang tidak tindak dari danasumpah menyesal bgtkecewaa padahal usng lebaran	negative
kalau admin kurang ok	neutral
kak terkadang tidak kaget	negative
ganti handphone yang sudah terdaftarkarena handphone hilang	negative
ampas mengurus tibatiba saldo habis periksa transaksi akun sayayang akun saldo tibatiba habis akun hubung cs hubung respon juga	negative
tuhan singkir buka bantu hambat mengggangu	negative
tidak buka	negative
suka banget nyedot saldo milik tolong dihilangin	positive
baru	neutral
bingung pas klik kaget enggak apa menu utama	neutral
versi baru transaksi jaring bagus bagus saldo kalau tidak balik lagi rugi tolong baik masalah	negative
siiip	neutral
enggak buka	neutral
saya yang mod apka	negative
markotop	neutral
mantap bosq	positive
tidak ganti nomee hilang email tidak balas kirim selfi poto ktp padahal	negative
mudah bantu mantap	positive
bobol orang lainpadahal pernh sembarang letak handphone	negative
hemat admin	positive
bagus jadi hilang transfer	negative
saldo masuk email tanggap perlu	positive
tidak ikhlas saya beli tidak pakai beli sesuai syarat beli memang sistem komplain cs hapus aneh banget cs indihome profesional banget terima kasih	negative
biaya adminnya biaya admin jelek	negative
pakai verifikasi wajah tapi aman masak tidak nomor daftar nama guna memang bajak sebelum verifikasi kode otapi tidak tidak tidak adu	negative
kecewasaya lapor masuk saldo	positive
isi pulsa gagal	negative
mudah pakai	positive
transaksi hasil tapi saldo emoney masukbertambah hari tanggap dari kecewa	positive
unduh	neutral
tolong baik versi baru tidak	negative
kemarin sistem errory	negative
kurang bintang dailly klaim hadiah tulis aktifitas akun wajar pajang maksud	negative
bangkai buat servernya yang bagus ganggu buat susahhh	negative
bantu terimakasih	positive
nyangkut minggu hubung bayar sekolah transaksi aman nyaman apa benerin bebasdrama uninstall	positive
ike ikeh	neutral
kirim cepat	positive
salah terbaikmenurut pribadi sayay	negative
yimnoterifa	neutral
tidak transfer pakai vrifikasi wajah begitu pakai mohon bantu segeramakasih	negative
kacau saldo menambah hilang hadeuhhh	positive
transaksi apa jadi mudahtrimaksih	neutral
unduh aplikasi tersebut kenapa buka	negative
keren dompet digutak	neutral
suruh updatepdhl sudah diupdate	negative
sekarang transaksi potong dahulu tidak kecewa sumpah otw unisntal	negative
simpan nyaman	positive
banyak admin dikit isi ulang admin usaha rumah kecewa sistem	negative
awas saya tidak langgan tantan saldo saya ambil mohon transaksi curiga verifikasi pakai nomer handphone email aman semoga tidak pakai	negative
pasang handphone	positive
iya kecewa kenapa tidak sistem taii	negative
mengirim tidak	negative
goodyyy	neutral
akun saya buka mana saya yyyy	negative
saldo hilang akun juta tidak jelas	negative
mudah cepat gampang untung aman	positive
tolong saldo aju menunggu sampai lenyap barang tidak	negative
tidak kirim mengirimi bom masuk akun	negative
kesini susah ganti pingimana ganti ribet tidak kayak	negative
mohon baik layan	positive
guna mudah proses cepat	positive
tolong diperbaikin lagiagar langgan penguna kecewa ytmytm	neutral
baca handphone terus tidak masuk aplikasi bagaimana solusi biar dipakai	negative
pilih paket internet promo cenderung mahal	positive
susah sudah coba bolak gagal terus	negative
kepada yang hormat tolong hapus masuk akun ytmdengan hormat hapus akun	negative
aneh kirim tidak	negative
transfer kena biaya admin sekarang kena kasih bintang	negative
eror saldo hilang	negative
saldo terang hasil saldo tidak tambah sudah komplain sampai bulan tidak respon yang tunggu terus tidak batas payah	negative
handphone tidak buka tolong bantu admin	negative
akun tibatiba sendiri masuky kah saldo hilang yyy akun resmi tipu sihy masik sisa ghi semua bukti tibaakun isi saldo masik ss bukti saat aju bantu dari admin akun gagal respon ytmytmytmbaru daftar beginiyyy	negative
loginnya mohon dipermudahsoalnya guna smartphone yang mumpuni dirhootytmytmytm	negative
membantupembayaran	neutral
gampang	positive
pt	neutral
kenapa kirim	positive
mudah dalam transaksi pokok mantap	positive
mantap mmpermudah beli pulsa	positive
lupa tidak bisa buka	negative
transaksi akun	positive
susah terapgret primium coba ulang ngkbisa	negative
oklah	neutral
kacauuu kecewa banget bukan perlu transfer sudah uninstall	neutral
guna banget	positive
saldo hilang saldo pas buka akun masuk nomor telepon masuk masuk saldo hilang cek transaksi ambil saldo tarik tunai alfamart tingkat aman lemah	positive
uninstall karena isi ulang kena terus saya langgan dah tahun pakai tidak dapat paylater seperti yang parah banget ganggu isi ulang tapi saldo gila kesini kacau	negative
mantap bagus nyamanytmyytmyytmy	positive
ssgat bagus	negative
sampah foto ktp foto asli beda btw ktp wajah	positive
batu belanja kirim	positive
tidak kirim cerita	negative
isi pulsa kenapa sampai pulsa masuk masuk oi tolong kesana kesini	negative
daftar tidak bisa	negative
bantu bagustanks	negative
susah banget sampai uninstall terus lagi	negative
mantap selalu mmbantu	positive
isi saldo ribet banget	negative
tapi nyh super cepat	positive
sudah hubungin cs	positive
trmkah tlh memudh kan transaksi	positive
lumayan tolong kuat sistem kemanannyaytm	negative
mudahyyyyy	neutral
parah	negative
alhamdulillah masuk	positive
masalah nama	negative
paitbuat pembayarantop ganggu tidak baik uninstal	negative
transaksi cepat ribet	neutral
promo tarik	positive
semoga kedrpanys	neutral
ribet beli pakait bayar pakai verifikasi mengira verifikasi bayar pakait internet verifikasi perangkat ulang bolak tidak beli internet	negative
tingkat transaksikurangi potong	negative
kalau juta	positive
kirim baik	positive
okdehhhh	neutral
tidak masuk korupsi dpr mantav	negative
cuman paksa henti langsung suruh verifikasi nomor handphone codenya tidak masuk	negative
tranksaksi	neutral
isi saldo potong rp tidak bayar sedang isi saldo konter nak harga rp kacau tolong baik terima kasih	negative
adm	neutral
kembang paylaternya uninstal	positive
muda belanja	negative
mengirim gagal buruk	negative
bagus banget sudah cakap	negative
mantap mudah	positive
akun tipu tolong	negative
apa	negative
mantap jaya	positive
manfaat banget yang rekening	neutral
kadang tidak bisa chuaksss	negative
aplikasi daftar sepet pakai	negative
eror transfer bri	negative
suka mudah	positive
mengirim rekbelum masuk masukgimana	neutral
potong saldo kurang terus	negative
kasih bintang saja dahulu biar bahagia	positive
stabil kirim cepat	positive
ribet tidak pas daftar buat emosi	negative
muas jaga aman pokon	positive
kecewa saya unduh aplikasi gilir saya transaksi beku karena saya salah	negative
cs susah hubung	negative
akun yang masuk salah ganti	negative
cepat lancar	positive
suksessssssssssss teruuuuus	neutral
maaf devoleper coba langkah yang saran sulit	negative
mantap banget tahan bos	positive
transaksi	positive
transaksi susah masuk	positive
kenapa melulu	negative
selalu susah selalu	negative
waduhbanyak yang ngerating uninstall	negative
saya saldo hilang garagara lupa sandi	negative
tidak nang	negative
bagus jenis butuh mudah negosiasi butuh	negative
ku	neutral
kecewa jaring mas bagus tapi jaring bermasalahsudah baru malahankenapa mengecewakanpdahal lanjur nyaman indak bisa aindakl	positive
lemot banget baru bagus jengkel lemot bangsad	negative
mantap betulll	positive
asa pusing mak sono	negative
gera uninstal saldo sedot mengatasnamakan transaksi lazada verifikasi milik akun lazada konfirmasi transaksi bayar ecommers	positive
cepat oke	positive
madep	neutral
kecewa kesini	neutral
tidak sukses ditf tidak saldo habis rusak rusak	negative
ruwet bantu	negative
batu transaksi darurat	positive
amburadul akun aktiv saldo ambil alih laindan tidak coba benerin tidak satu solusi mudah telepon cs susah mampus jawab tidak solusi sungguh recommended aman	negative
memang aplikasi ampas gila saldo juta hilang aman banget buat lapor respon sampai	negative
pending	negative
terimakasih sukses	positive
payah masuk ajig	neutral
masalah kasar	negative
dirumaj	neutral
terimakasih bagus mudah	positive
bantu masuk akun	negative
bagus mantap	positive
bagus banget kadang suka eror tapi okey	negative
banyak bhy	neutral
nya bagus sinyaal bagus bagus pas transaksi tidak tidak saya butuh sinyaal padahal bagus pas tidak	negative
transaksi uang mudah murah berkat tidak menyesal unduh	positive
yang sngat bagus transaksi	negative
kak tolong benerin performa lemot eror favorit transaksi	negative
mengirim buka lambat	positive
oke cuman pas transfer ngedelay	positive
kalau transfer kena biaya adm transfer atas tapi tetap kena biaya adm	negative
gagal premium menarik	negative
gabut saja	negative
woi balikin ku woi ep ep anjir saya ngambil gila kau cuman ngotak	negative
kenapa tidak daftar pas sudah tetap tidak	negative
terima kasih koneksi metode bayar googleplay sebelumnya dns nonaktif dns hubung akun ku googleplay	negative
huuuu maling hilang bobol yzyzyzyzyzyzyz	negative
sippp bantu banget	negative
sungguh muas danatransaksiny cepat sama banget digunakany syy pokokny toooppp banget daaachhh	positive
akun pakai tolong bantu	negative
bagusbayar listrik tanggal sampai sekarang masukdan saldo belum kembali	negative
lemot banget akun tidak kesini payah	negative
tolong saldo sedot	neutral
maaf kasih bintang sudah kecewa saya sulit upload ktp terus kemarin hasil upload ktp pas bayar menunggu otp sms smsy tolong kembang tolong baik cs juga tolong cepat tangan masalah terima kasih	negative
saldo dalam langgan dari google potong dari google flextech langgan google flextech balikin sisa saldo ku enggak jelas	negative
kenapa tidak masuk ya beberp pakai tapi tidak terus tolong baik	negative
jaring buruk	negative
enak gampang setelah aplikasi	negative
belum pergi	negative
enakeun	neutral
wawwwblm buka	neutral
mudah ribet pakai	negative
kacau bangst	neutral
mantapyyyyyy	neutral
kasih kritikmalah aneh busuk tolong tingkat	negative
wokeehhh	neutral
mantap mudah yyy	positive
coba dahulu boskuuu	positive
daftarr	neutral
saldo saya tidak ambil logout pas coba tidak bisauntuk yang dwload mending jangan tabung	negative
mntapp transaksi mudah investasi emas	positive
jangan potong	negative
kecewa kenapasih banget kadang tidak bisa tunggu masuk enggak pernah kesini rusak gaseperti malas	negative
menatap	neutral
kak urus semu keluh boleh saldo hilang tolong sistem baik rantas perhati	negative
bodat	neutral
mah curi jalan pura pura buat guyss contoh lenyap hubung balas yang semoga melarat turun tipi gaya lu bodong	negative
tidak jlas lagi ini pembohng daftar sulit cocok hapus ini bantu upp bantu viralin sampai sekarang kembali kamisudah lapor buat terang polisi bobol itikad kronologi hilang begitu sajaada transaksi laku samsek	negative
proses kirim yang minta tunggu proses kirim jadi capek buat lapor tanggap balasbot	positive
aplikasi bagus cuman beli pulsa kembali uangrefund butuh mohon beli pulsa kembali uangrefund cepat	negative
eror dpengiriman	negative
ubah sandi susah banget mudah ana mengapai lambat benar	negative
dompet ok	positive
mantap pokok	positive
jaring bagus muter muter	positive
balas	negative
ngetopy	neutral
akun saya tidak bisa imel tidak balas layan kayak	negative
istimewa	neutral
layan sangat	negative
transaksi lapor lengkap respons	positive
lemot banget	negative
downold	neutral
aman azza	neutral
tolong bantu tidak mengirim mbak tolong bantu	negative
isi saldo alfamart saldo masuk handphone dan mohon erti minytmy	positive
mencoba	neutral
layan kompolen buruk	negative
puasss	neutral
tangan dlalu banget proses responnya dari daftar enggak ulang harus ganti nomor sampai tlfon cs arah email lapor sampai gondok lebar gera dari itu larut mohon masalah yang proses cepat	negative
dahulu enak kalau keluh ngbrol langsung dngn oprator sekarang kayak ngbrol komputer menyambung keluh planggan	positive
ok ubah yang	negative
bagus gampang enggak	negative
kesini layan jelek banget eror lemot banget transaksimasa beli pulsa tidak masuk masuk saldo tidak ampas	negative
guna syekaliyy	positive
uh	neutral
perihal rekening butuh kerja butuh kunjung selesai kecewa profesional	negative
buruk transaksi jelas asuhhh	negative
gembel lemot csnya antri bla bla bla akun tidak karena ktp kait yang hhilang yang saldonnya hhilang gimana	negative
tidak bagus tersendat sinyal bagus kendala tapi buat tidak nyaman transfer lemot kecewa tolong baik lemot	negative
menyimpan mohon kerjasamanya nyimpan biar aman	neutral
tingkat layan konsumen	positive
bintanh bagus saya	negative
alhamdulilah yang kampung jadi mudah dengan	neutral
suka dengan apklsi bantu	positive
proses sudah lapor saldo etoll belum muncul	positive
thr dah tahun pakai	negative
depoy	neutral
tolong tidak sinyalpadahal sinyal kuat	negative
paylayernya muncul	negative
pokok rekomendasi banget aplikasi	negative
nomor ku bilang nomor	neutral
pokok danayy	neutral
saldo saya ilangmana sudah banyak	neutral
gagal hari tidak layan lemot tolong baik	negative
suruh versi baru suruh kontak email pikah cs tidak respon kecewa kecewa banget akun saldo	negative
tidak transaksia bayar np aplikasi google potong	negative
tingkat kerja tidak bagus kerja	negative
kaco nih isi ulang saldo saldo sudah bekurang tapi saldo masuk gila gila mana saya woi babi	negative
transaksi saldo hilang histori transaksi google cust hubung yang jawab mesin katanya protek ngubungin susah bisa beli google google saya transaksi ituaplikasi aman	negative
mantheb gancukup puas	positive
lupa rubah lodingya banget	negative
mantap akun	positive
burukkkk guna setia lupa akun aktif gampang persulitsaya menunggu email tanggal sampai email jugaaakun buka lupa benar benar lamaaa sampai buka internet bagus daerah	negative
bagus bantu banget	negative
crot	neutral
kena bayar otomatis tidak jawabanya	negative
nomor hilang tidak masuk tidak kode otp saldo anggus	negative
terima kasih mudah	positive
puaaaaaaaaaaasyyyy	neutral
uptapi masuk akun dana menyesal pakai	positive
yyyyy	neutral
maaf kkknp sudah saya donload tapi gkbisa buka	negative
mantap aplikasi sistem sibuk terus	negative
akun tidak apdet versi premiumpadahan sarat sudah penuhinsaya ulang jtidak tidak tolong bantu	negative
tidak buka aplikasinua bagaimana transfer rek	negative
bantu cepat transaksi	positive
isi saldo atm sulit ampun	negative
lumayan tidak ribet	negative
sangatt digunakn	neutral
manfaat	positive
mantap jos	positive
bantu urus perftransferan mudah gunain juga juga suka membanyaki habis terima kasih sytm	positive
bisa masuk perak masuk padahal beli pampers anak	negative
bantu ytmytmytm	negative
tolol mengirim verifikasi banget sms verifikasi akun langsung dibekukanmasih saldo	neutral
isi ulang rekening mandiri tambah hubung cs menunggu bayar angsur	negative
aman aman	neutral
bestmelancarkn terima kasih	positive
bagus aplnya bantu saya	negative
tidak payah preminium susah banget gagal baaahhh	negative
suka terasaksi tahu teransaksi teransaksi	positive
oke pakai	positive
mantap mhon tingkat lagi	positive
nyaman cepat banget	positive
ikut syarat susah ganggu tolong baik bagus bintang ok guys	negative
kenapa buka langsung sudah jam tolong baik	positive
sumpah tidak bohong layan buruk rasa keburu bayar gagal saldo rekening potong aju komplain berkalikali respon informasi apa tunggu jawab sabar sabar rp tidak percaya amanah inu urus respon cs yang	negative
suka banget ganggu	negative
sebar kaget nah pencet pas pencet buka	negative
lupa dana rubah dana kalau hasil ubah ganti bintang	positive
senang pakai terima kasih ytm	positive
pokok ok	positive
sekarang tidak kayak sekarang tibapin dalah memasuki salah isi ulang sekarang tidak bisa buka tolong baik buat kecewa guna	negative
tidak buka saya kasih bintang	negative
bgsssssspokokny	neutral
pas foto ektp cepat banget kescan bom tidak coba enggak jelas	neutral
cukuo mudah pakai	positive
senang guna	positive
tidak amanmasa isi sudah yang nyedot google sampai sisa sudah cek langgan apapunsudah buat lapor sudah minggu belum konfirmasibilang sabar sabar pertanggungjawaban tidak	negative
lemott	neutral
akun beku meminta jelas tidak anaeh tidak tanggung	negative
membantudan mudah untuk kirim	positive
adm banyak bossq	neutral
pas tidak masuk duit lemot	negative
tahan kwalitas kerja belum kendala kalau semoga depan	negative
kesini lemott	neutral
maksud saya paham	negative
skalipadahal sudah tidak	negative
unduh tapi tidak unduh lagu	negative
saldo potong tida traksaksi garena rugi	negative
saya puas pakai	neutral
mnap	neutral
ngetod saldo saya hilang tolong situ mana	negative
terima kasih mudah transaksi	positive
dahulu	positive
gagal sistem busuk	negative
isi saldo masuk hasil	positive
sudah benar	negative
lolemot	neutral
bantu sekali transfer admin	negative
neng sekalibisa danajadi tidak atmyyyy	negative
bagus terkadang kendala masuk konfir menuggu sama kerja	positive
memang boleh	positive
updatetan tarik tarik yang terimakasih	positive
kirim lapor tipu balas sih layan	positive
puas mengunakan	positive
suka suka	positive
korupsi saldo hilang aman bobol	negative
enak dompet	positive
